user-input,desired output
"I don't remember the name, but I need the workflow that reads sensor_data_1000.json and flags weird temperatures.",WORKFLOW_MATCH: sensor_workflow
I would like the PE that load sensor_data_1000.json and emit each reading.,PE_MATCH: sensor_workflow.ReadSensorDataPE
Show me a processing element that can load a parquet file from S3.,NO_MATCH_PE
Do we have a PE that will calculate FFT for waveform data?,MULTI_PE_MATCH: seismic_preparation_workflow.CalculateFft | seismic_preparation_dict_workflow.CalculateFft
Can you point me to a processing element for apply response removal with pre-filter and velocity units?,PE_MATCH: seismic_preparation_workflow.RemoveResponse
Which PE should I use to check whether each random number is prime?,PE_MATCH: skew_workflow.IsPrime
I need a Processing Element to make delayed Vizier requests for galaxy coordinates.,PE_MATCH: internal_extinction_skew_workflow.GetVOTable
Show me a processing element that can reduce the sampling rate in a seismic stream.,MULTI_PE_MATCH: seismic_preparation_workflow.Decimate | seismic_preparation_dict_workflow.Decimate
"Do we have a PE that will call Vizier with RA, DEC and search radius?",PE_MATCH: internal_extinction_workflow.GetVOTable
Need a PE which can compute FFT in the dict seismic workflow.,PE_MATCH: seismic_preparation_dict_workflow.CalculateFft
Could you find the PE that can remove a simple trend from waveform traces?,MULTI_PE_MATCH: seismic_preparation_workflow.Detrend | seismic_preparation_dict_workflow.Detrend
Show me the workflow that take measurement streams and clean them before output.,MULTI_WORKFLOW_MATCH: sensor_workflow | seismic_preparation_workflow | seismic_preparation_dict_workflow
Can you point me to a processing element for collect odd and even lists and emit pairs?,PE_MATCH: even_odd_workflow.PairProducer
Can you point me to a processing element for demean seismic data?,MULTI_PE_MATCH: seismic_preparation_workflow.Demean | seismic_preparation_dict_workflow.Demean
Give me the PE for remove a simple trend from seismic traces.,PE_MATCH: seismic_preparation_workflow.Detrend
I need a Processing Element to hold unmatched values and output odd/even tuples.,PE_MATCH: even_odd_workflow.PairProducer
I want the PE that can detect abnormal sensor temperature readings.,PE_MATCH: sensor_workflow.AnomalyDetectionPE
Can you give me a workflow for calculate galaxy internal extinction using the skewed version of the VOTable query workflow?,WORKFLOW_MATCH: internal_extinction_skew_workflow
Could you find the PE that can do envelope normalization for waveform data?,PE_MATCH: seismic_preparation_workflow.CalculateNorm
Give me the PE for crop an image around faces.,NO_MATCH_PE
I am looking for a workflow to convert PDF documents into clean text with OCR.,NO_MATCH_WORKFLOW
Could you find the PE that can filter VOTable columns in the skewed internal-extinction workflow?,PE_MATCH: internal_extinction_skew_workflow.FilterColumns
Is there a Processing Element in the registry to store seismic preparation results per station?,PE_MATCH: seismic_preparation_workflow.StreamToFile
Could you find the PE that can detect language from text?,NO_MATCH_PE
Could you find the PE that can log anomaly messages with timestamp and temperature?,PE_MATCH: sensor_workflow.AlertingPE
I need a Processing Element to correct waveform data using station inventory.,PE_MATCH: seismic_preparation_workflow.RemoveResponse
Show me a processing element that can save dict-based seismic preparation output to files.,PE_MATCH: seismic_preparation_dict_workflow.StreamToFile
Which PE should I use to save prepared seismic data to files?,MULTI_PE_MATCH: seismic_preparation_workflow.StreamToFile | seismic_preparation_dict_workflow.StreamToFile
Give me the PE for decimate seismic traces.,MULTI_PE_MATCH: seismic_preparation_workflow.Decimate | seismic_preparation_dict_workflow.Decimate
Can you point me to a processing element for detect abnormal sensor temperature readings?,PE_MATCH: sensor_workflow.AnomalyDetectionPE
I would like the PE that classify numbers using modulo two.,PE_MATCH: even_odd_workflow.Divideby2
"Find me a Processing Element for consume temperature readings and report average values, please.",PE_MATCH: sensor_workflow.AggregateDataPE
Which PE should I use to apply response removal with pre-filter and velocity units?,PE_MATCH: seismic_preparation_workflow.RemoveResponse
Is there a workflow in you that can analyse social-network centrality?,NO_MATCH_WORKFLOW
I need a Processing Element to detect language from text.,NO_MATCH_PE
Give me a workflow for take measurement streams and clean them before output.,MULTI_WORKFLOW_MATCH: sensor_workflow | seismic_preparation_workflow | seismic_preparation_dict_workflow
Can you point me to a processing element for produce random numbers?,MULTI_PE_MATCH: skew_workflow.NumberProducer | even_odd_workflow.NumberProducer
Which PE should I use to remove the mean from seismic traces?,PE_MATCH: seismic_preparation_workflow.Demean
I want the wflow that can run the dict-based seismic preprocessing workflow with stream-to-dict conversions.,WORKFLOW_MATCH: seismic_preparation_dict_workflow
Need a PE which can aggregate sensor temperatures and print averages every five readings.,PE_MATCH: sensor_workflow.AggregateDataPE
I would like a workflow that exercise a workflow where some steps take uneven time.,MULTI_WORKFLOW_MATCH: skew_workflow | internal_extinction_skew_workflow
Show me a processing element that can show the numbers that passed the prime check.,PE_MATCH: skew_workflow.PrintPrime
I need a workflow to stress the runtime with a skewed random-number prime workflow.,WORKFLOW_MATCH: skew_workflow
I need a Processing Element to download the VOTable for a galaxy coordinate.,PE_MATCH: internal_extinction_workflow.GetVOTable
I want the wflow that can calculate internal extinction for galaxies from coordinates.,MULTI_WORKFLOW_MATCH: internal_extinction_workflow | internal_extinction_skew_workflow
I am looking for a PE to filter traces between frequency limits.,PE_MATCH: seismic_preparation_workflow.Filter
I would like the PE that filter numbers by checking the remainder after division by 2.,PE_MATCH: even_odd_workflow.Divideby2
"Find me a workflow for test dynamic execution using random numbers and prime checking, please.",WORKFLOW_MATCH: skew_workflow
I need a Processing Element to scale or normalise incoming measurement data.,MULTI_PE_MATCH: sensor_workflow.NormalizeDataPE | seismic_preparation_workflow.CalculateNorm | seismic_preparation_dict_workflow.CalculateNorm
Do we have a PE that will remove a simple trend from seismic traces?,PE_MATCH: seismic_preparation_workflow.Detrend
Need a PE which can emit random integers for the skewed prime workflow.,PE_MATCH: skew_workflow.NumberProducer
I want a PE that can generate random integers for a toy workflow.,MULTI_PE_MATCH: skew_workflow.NumberProducer | even_odd_workflow.NumberProducer
Is there a Processing Element in the registry to aggregate sensor temperatures and print averages every five readings?,PE_MATCH: sensor_workflow.AggregateDataPE
Could you find a workflow that analyse a simple time series dataset?,MULTI_WORKFLOW_MATCH: sensor_workflow | covid_workflow
I want the PE that can save dict-based seismic preparation output to files.,PE_MATCH: seismic_preparation_dict_workflow.StreamToFile
Give me a Processing Element for something that can convert a WAV file into MP3.,NO_MATCH_PE
I want the PE that can run seismic filtering in the dict pipeline.,PE_MATCH: seismic_preparation_dict_workflow.Filter
Could you find the PE that can make delayed Vizier requests for galaxy coordinates?,PE_MATCH: internal_extinction_skew_workflow.GetVOTable
Which workflow should I use to use a toy workflow based on random integers?,MULTI_WORKFLOW_MATCH: skew_workflow | even_odd_workflow
Do we have a PE that will filter VOTable columns in the skewed internal-extinction workflow?,PE_MATCH: internal_extinction_skew_workflow.FilterColumns
Could you find a workflow that generate a bibliography from BibTeX records?,NO_MATCH_WORKFLOW
Show me a processing element that can correct dict-serialised seismic data using inventory XML.,PE_MATCH: seismic_preparation_dict_workflow.RemoveResponse
I need a Processing Element to let through either odd or even values.,PE_MATCH: even_odd_workflow.Divideby2
Is there a Processing Element in the registry to consume the final FFT/prepared data and save it?,PE_MATCH: seismic_preparation_workflow.StreamToFile
I want the wflow that can test a skewed astronomical workflow that reads RA/Dec and computes internal extinction.,WORKFLOW_MATCH: internal_extinction_skew_workflow
Do we have a PE that will produce sensor records with timestamp and temperature?,PE_MATCH: sensor_workflow.ReadSensorDataPE
I want a PE that can apply envelope normalization after stream/dict conversion.,PE_MATCH: seismic_preparation_dict_workflow.CalculateNorm
I would like the PE that make the HTTP request for astronomical catalogue data.,PE_MATCH: internal_extinction_workflow.GetVOTable
I need a Processing Element to classify numbers using modulo two.,PE_MATCH: even_odd_workflow.Divideby2
I am looking for a PE to correct dict-serialised seismic data using inventory XML.,PE_MATCH: seismic_preparation_dict_workflow.RemoveResponse
Show me a processing element that can read timestamped temperature sensor records from a JSON file.,PE_MATCH: sensor_workflow.ReadSensorDataPE
Give me a Processing Element for something that can ingest the sensor JSON file.,PE_MATCH: sensor_workflow.ReadSensorDataPE
Could you find a workflow that run the dict-based seismic preprocessing workflow with stream-to-dict conversions?,WORKFLOW_MATCH: seismic_preparation_dict_workflow
Do we have a PE that will get the VOTable response for galaxy coordinates?,MULTI_PE_MATCH: internal_extinction_workflow.GetVOTable | internal_extinction_skew_workflow.GetVOTable
I want a PE that can classify numbers using modulo two.,PE_MATCH: even_odd_workflow.Divideby2
I need a Processing Element to convert a WAV file into MP3.,NO_MATCH_PE
I would like a workflow that monitor GPU temperature and send an email.,NO_MATCH_WORKFLOW
I need a Processing Element to flatten the spectrum before FFT.,MULTI_PE_MATCH: seismic_preparation_workflow.Whiten | seismic_preparation_dict_workflow.Whiten
I would like the PE that normalise data values.,MULTI_PE_MATCH: sensor_workflow.NormalizeDataPE | seismic_preparation_workflow.CalculateNorm | seismic_preparation_dict_workflow.CalculateNorm
Which workflow should I use to process seismic waveform data through a serialisable dictionary version of the preparation pipeline?,WORKFLOW_MATCH: seismic_preparation_dict_workflow
Do we have a workflow for transcribing audio recordings?,NO_MATCH_WORKFLOW
I want the PE that can apply spectral whitening to seismic data.,PE_MATCH: seismic_preparation_workflow.Whiten
Give me a Processing Element for something that can bandpass filter dictionary-serialised seismic data.,PE_MATCH: seismic_preparation_dict_workflow.Filter
"Find me a Processing Element for parse a PDF into paragraphs, please.",NO_MATCH_PE
Give me a Processing Element for something that can turn filtered catalogue values into extinction estimates.,PE_MATCH: internal_extinction_workflow.InternalExtinction
Can you point me to a processing element for ingest the sensor JSON file?,PE_MATCH: sensor_workflow.ReadSensorDataPE
I am looking for a PE to turn seismic traces into frequency-domain data.,MULTI_PE_MATCH: seismic_preparation_workflow.CalculateFft | seismic_preparation_dict_workflow.CalculateFft
I want a PE that can do the final FFT step in the seismic pipeline.,PE_MATCH: seismic_preparation_workflow.CalculateFft
Give me a workflow for generate random numbers and then do simple conditional processing.,MULTI_WORKFLOW_MATCH: skew_workflow | even_odd_workflow
Show me the workflow that calculate internal extinction for galaxies from coordinates.,MULTI_WORKFLOW_MATCH: internal_extinction_workflow | internal_extinction_skew_workflow
Is there a workflow in you that can scrape Twitter posts and do sentiment analysis?,NO_MATCH_WORKFLOW
Could you find a workflow that make odd-even pairs from a stream of random integers?,WORKFLOW_MATCH: even_odd_workflow
Give me the workflow for something that can read time-series data and produce some analysis from it.,MULTI_WORKFLOW_MATCH: sensor_workflow | covid_workflow
Is there a Processing Element in the registry to compute ai from galaxy morphology type and logr25?,PE_MATCH: internal_extinction_workflow.InternalExtinction
Do we have a PE that will call the OpenAI API for a summary?,NO_MATCH_PE
Show me a processing element that can hash a password.,NO_MATCH_PE
I want a PE that can load a parquet file from S3.,NO_MATCH_PE
"Find me a Processing Element for detrend the seismic stream, please.",PE_MATCH: seismic_preparation_workflow.Detrend
I am looking for a PE to compute extinction from morphology and logr25.,MULTI_PE_MATCH: internal_extinction_workflow.InternalExtinction | internal_extinction_skew_workflow.InternalExtinction
I want a PE that can parse a COVID record and keep the date plus daily confirmed cases.,PE_MATCH: covid_workflow.DataProcessor
Give me the PE for run configured normalization in the serialisable seismic workflow.,PE_MATCH: seismic_preparation_dict_workflow.CalculateNorm
I am looking for a workflow to test a skewed astronomical workflow that reads RA/Dec and computes internal extinction.,WORKFLOW_MATCH: internal_extinction_skew_workflow
Need a PE which can apply the configured normalization method to a seismic stream.,PE_MATCH: seismic_preparation_workflow.CalculateNorm
Which workflow should I use to summarise emails from Gmail?,NO_MATCH_WORKFLOW
I need a workflow to run a small random-number stream example.,MULTI_WORKFLOW_MATCH: skew_workflow | even_odd_workflow
I want the wflow that can exercise a workflow where some steps take uneven time.,MULTI_WORKFLOW_MATCH: skew_workflow | internal_extinction_skew_workflow
Could you find the PE that can run the whitening step in the serialisable seismic pipeline?,PE_MATCH: seismic_preparation_dict_workflow.Whiten
Give me the workflow for something that can preprocess seismic waveform data from station inputs and save prepared SAC/numpy files.,WORKFLOW_MATCH: seismic_preparation_workflow
"Find me a Processing Element for apply spectral whitening to seismic data, please.",PE_MATCH: seismic_preparation_workflow.Whiten
Is there a Processing Element in the registry to apply envelope normalization after stream/dict conversion?,PE_MATCH: seismic_preparation_dict_workflow.CalculateNorm
Do we have a PE that will keep only prime values from a number stream?,PE_MATCH: skew_workflow.IsPrime
Give me a Processing Element for something that can add a normalized_temperature field to sensor data.,PE_MATCH: sensor_workflow.NormalizeDataPE
Give me the PE for consume primes and log them.,PE_MATCH: skew_workflow.PrintPrime
I want the PE that can query VOTables with an artificial skewed delay.,PE_MATCH: internal_extinction_skew_workflow.GetVOTable
I want a PE that can demean seismic data.,MULTI_PE_MATCH: seismic_preparation_workflow.Demean | seismic_preparation_dict_workflow.Demean
Give me the workflow for something that can create a PowerPoint deck from a CSV file.,NO_MATCH_WORKFLOW
Need a workflow which can run SQL joins across two relational databases.,NO_MATCH_WORKFLOW
Need a PE which can write results into PostgreSQL.,NO_MATCH_PE
Show me a processing element that can apply a whitening step to waveform traces.,MULTI_PE_MATCH: seismic_preparation_workflow.Whiten | seismic_preparation_dict_workflow.Whiten
Show me a processing element that can apply the detrending step.,MULTI_PE_MATCH: seismic_preparation_workflow.Detrend | seismic_preparation_dict_workflow.Detrend
I need a Processing Element to apply the detrending step.,MULTI_PE_MATCH: seismic_preparation_workflow.Detrend | seismic_preparation_dict_workflow.Detrend
Which workflow should I use to convert PDF documents into clean text with OCR?,NO_MATCH_WORKFLOW
Can you give me a workflow for produce numbers and match the odd ones with the even ones?,WORKFLOW_MATCH: even_odd_workflow
I need a workflow to make odd-even pairs from a stream of random integers.,WORKFLOW_MATCH: even_odd_workflow
Which PE should I use to compute the Fourier transform for prepared streams?,MULTI_PE_MATCH: seismic_preparation_workflow.CalculateFft | seismic_preparation_dict_workflow.CalculateFft
Could you find the PE that can consume the final FFT/prepared data and save it?,PE_MATCH: seismic_preparation_workflow.StreamToFile
Could you find the PE that can apply response removal with pre-filter and velocity units?,PE_MATCH: seismic_preparation_workflow.RemoveResponse
I want a PE that can remove the seismometer response.,PE_MATCH: seismic_preparation_workflow.RemoveResponse
Give me the PE for flatten the spectrum of seismic streams.,PE_MATCH: seismic_preparation_workflow.Whiten
Is there a Processing Element in the registry to summarise sensor data in small batches?,PE_MATCH: sensor_workflow.AggregateDataPE
I need a Processing Element to compare readings to the running mean and mark outliers.,PE_MATCH: sensor_workflow.AnomalyDetectionPE
"I need a Processing Element to convert dict to stream, remove trend, and convert back.",PE_MATCH: seismic_preparation_dict_workflow.Detrend
Do we have a workflow that will test a skewed astronomical workflow that reads RA/Dec and computes internal extinction?,WORKFLOW_MATCH: internal_extinction_skew_workflow
Can you point me to a processing element for turn Celsius-ish temperatures into normalized values?,PE_MATCH: sensor_workflow.NormalizeDataPE
Give me the workflow for something that can run the dict-based seismic preprocessing workflow with stream-to-dict conversions.,WORKFLOW_MATCH: seismic_preparation_dict_workflow
Which workflow should I use to process astronomical galaxy coordinates and calculate internal extinction?,WORKFLOW_MATCH: internal_extinction_workflow
I would like the PE that make random values with a beta-distributed pause.,PE_MATCH: skew_workflow.NumberProducer
Is there a Processing Element in the registry to filter data as part of a pipeline?,MULTI_PE_MATCH: internal_extinction_workflow.FilterColumns | internal_extinction_skew_workflow.FilterColumns | seismic_preparation_workflow.Filter | seismic_preparation_dict_workflow.Filter
Can you give me a workflow for analyse a simple time series dataset?,MULTI_WORKFLOW_MATCH: sensor_workflow | covid_workflow
Could you find a workflow that run the internal-extinction workflow variant where the query PE has skewed delays?,WORKFLOW_MATCH: internal_extinction_skew_workflow
Give me the workflow for something that can show a two-branch stream where random values are classified as odd or even.,WORKFLOW_MATCH: even_odd_workflow
"Find me a Processing Element for apply the internal_extinction formula, please.",PE_MATCH: internal_extinction_workflow.InternalExtinction
Can you point me to a processing element for calculate the internal extinction value for a galaxy?,PE_MATCH: internal_extinction_workflow.InternalExtinction
Need a PE which can scale the sensor temperature readings.,PE_MATCH: sensor_workflow.NormalizeDataPE
I want a workflow that can send Slack messages when a job finishes.,NO_MATCH_WORKFLOW
I am looking for a PE to combine the two branches into odd-even pairs.,PE_MATCH: even_odd_workflow.PairProducer
I want the PE that can filter traces between frequency limits.,PE_MATCH: seismic_preparation_workflow.Filter
Show me a processing element that can send an SMS notification.,NO_MATCH_PE
I would like the PE that whiten waveform traces before FFT.,PE_MATCH: seismic_preparation_workflow.Whiten
Could you find the PE that can apply envelope normalization after stream/dict conversion?,PE_MATCH: seismic_preparation_dict_workflow.CalculateNorm
Show me a processing element that can normalise data values.,MULTI_PE_MATCH: sensor_workflow.NormalizeDataPE | seismic_preparation_workflow.CalculateNorm | seismic_preparation_dict_workflow.CalculateNorm
"Show me the workflow that read galaxy coordinates, query VOTables, filter morphology columns, and calculate internal extinction.",WORKFLOW_MATCH: internal_extinction_workflow
Do we have a workflow that will process seismic waveform data through a serialisable dictionary version of the preparation pipeline?,WORKFLOW_MATCH: seismic_preparation_dict_workflow
Could you find a workflow that test dynamic execution using random numbers and prime checking?,WORKFLOW_MATCH: skew_workflow
Give me the PE for emit random integer values without the skewed delay.,PE_MATCH: even_odd_workflow.NumberProducer
Which workflow should I use to run the internal extinction galaxy workflow but with a skewed workload in the VO query step?,WORKFLOW_MATCH: internal_extinction_skew_workflow
Do we have a workflow that will do the seismic preparation pipeline where ObsPy streams are converted to dictionaries between PEs?,WORKFLOW_MATCH: seismic_preparation_dict_workflow
Could you find the PE that can consume primes and log them?,PE_MATCH: skew_workflow.PrintPrime
I am looking for a PE to produce random numbers for the odd-even example.,PE_MATCH: even_odd_workflow.NumberProducer
Need a PE which can calculate the internal extinction value for a galaxy.,PE_MATCH: internal_extinction_workflow.InternalExtinction
Show me a processing element that can split a video into frames.,NO_MATCH_PE
Which PE should I use to detrend dict-serialised seismic stream data?,PE_MATCH: seismic_preparation_dict_workflow.Detrend
Show me a processing element that can remove instrument response from seismic data.,MULTI_PE_MATCH: seismic_preparation_workflow.RemoveResponse | seismic_preparation_dict_workflow.RemoveResponse
Give me a workflow for analyse IoT-style temperature readings from a JSON file.,WORKFLOW_MATCH: sensor_workflow
I am looking for a workflow to analyse IoT-style temperature readings from a JSON file.,WORKFLOW_MATCH: sensor_workflow
Is there a Processing Element in the registry to predict a protein structure?,NO_MATCH_PE
Which PE should I use to turn prepared traces into frequency-domain data?,PE_MATCH: seismic_preparation_workflow.CalculateFft
Give me a Processing Element for something that can apply the demeaning step.,MULTI_PE_MATCH: seismic_preparation_workflow.Demean | seismic_preparation_dict_workflow.Demean
Could you find the PE that can upload a file to OneDrive?,NO_MATCH_PE
I need a Processing Element to train a scikit-learn classifier.,NO_MATCH_PE
Give me the PE for demean waveform data.,PE_MATCH: seismic_preparation_workflow.Demean
Do we have a PE that will remove the trend before demeaning?,PE_MATCH: seismic_preparation_workflow.Detrend
I am looking for a workflow to exercise a workflow where some steps take uneven time.,MULTI_WORKFLOW_MATCH: skew_workflow | internal_extinction_skew_workflow
Give me a Processing Element for something that can convert one COVID API row into data for plotting.,PE_MATCH: covid_workflow.DataProcessor
Do we have a PE that will convert list FFT data back and write the output?,PE_MATCH: seismic_preparation_dict_workflow.StreamToFile
"Find me a workflow for fetch COVID case data from an online API and make a plot of daily new cases, please.",WORKFLOW_MATCH: covid_workflow
Give me the PE for filter numbers by checking the remainder after division by 2.,PE_MATCH: even_odd_workflow.Divideby2
I want a PE that can let through either odd or even values.,PE_MATCH: even_odd_workflow.Divideby2
I need a Processing Element to load RA/Dec input for the skewed galaxy workflow.,PE_MATCH: internal_extinction_skew_workflow.ReadRaDec
I want a workflow that can calculate dust extinction inside galaxies from RA and DEC coordinates.,WORKFLOW_MATCH: internal_extinction_workflow
"Find me a Processing Element for apply envelope normalization after stream/dict conversion, please.",PE_MATCH: seismic_preparation_dict_workflow.CalculateNorm
Give me the PE for load station waveform files and emit dict-form stream data.,PE_MATCH: seismic_preparation_dict_workflow.StreamRead
Can you point me to a processing element for normalise data values?,MULTI_PE_MATCH: sensor_workflow.NormalizeDataPE | seismic_preparation_workflow.CalculateNorm | seismic_preparation_dict_workflow.CalculateNorm
Which PE should I use to normalise seismic stream data in the dictionary variant?,PE_MATCH: seismic_preparation_dict_workflow.CalculateNorm
Could you find a workflow that route numbers to even and odd branches and pair the results?,WORKFLOW_MATCH: even_odd_workflow
Is there a Processing Element in the registry to spectrally whiten seismic data?,MULTI_PE_MATCH: seismic_preparation_workflow.Whiten | seismic_preparation_dict_workflow.Whiten
Do we have a PE that will read seismic station streams?,MULTI_PE_MATCH: seismic_preparation_workflow.StreamRead | seismic_preparation_dict_workflow.StreamRead
Can you point me to a processing element for read seismic streams and serialise them to dictionaries?,PE_MATCH: seismic_preparation_dict_workflow.StreamRead
Give me the workflow for something that can compress a folder of videos and upload them to S3.,NO_MATCH_WORKFLOW
I would like the PE that calculate the FFT of seismic waveform data.,PE_MATCH: seismic_preparation_workflow.CalculateFft
Give me a workflow for compress a folder of videos and upload them to S3.,NO_MATCH_WORKFLOW
"Find me a Processing Element for produce coordinate records for the skew version, please.",PE_MATCH: internal_extinction_skew_workflow.ReadRaDec
Give me a Processing Element for something that can compute the Fourier transform for prepared streams.,MULTI_PE_MATCH: seismic_preparation_workflow.CalculateFft | seismic_preparation_dict_workflow.CalculateFft
"Find me a workflow for forecast tomorrow's weather using a live API, please.",NO_MATCH_WORKFLOW
"Find me a workflow for run a prime-number example where the work arrives with skewed sleep times, please.",WORKFLOW_MATCH: skew_workflow
Need a PE which can normalise temperature values onto a 0 to 1 scale.,PE_MATCH: sensor_workflow.NormalizeDataPE
I would like the PE that generate an HTML report.,NO_MATCH_PE
I would like the PE that downsample dict-serialised waveform traces.,PE_MATCH: seismic_preparation_dict_workflow.Decimate
Give me the PE for turn seismic traces into frequency-domain data.,MULTI_PE_MATCH: seismic_preparation_workflow.CalculateFft | seismic_preparation_dict_workflow.CalculateFft
I need a Processing Element to subtract the mean from a seismic stream.,PE_MATCH: seismic_preparation_workflow.Demean
Could you find a workflow that download COVID numbers for India and save a chart as covid_cases.png?,WORKFLOW_MATCH: covid_workflow
Is there a Processing Element in the registry to do envelope normalization for waveform data?,PE_MATCH: seismic_preparation_workflow.CalculateNorm
Which PE should I use to fetch COVID-19 case records from the online API?,PE_MATCH: covid_workflow.DataProducer
I would like a workflow that take station waveform data and produce prepared seismic outputs.,MULTI_WORKFLOW_MATCH: seismic_preparation_workflow | seismic_preparation_dict_workflow
Need a workflow which can stress the runtime with a skewed random-number prime workflow.,WORKFLOW_MATCH: skew_workflow
Do we have a PE that will turn dict-based waveform data into list-form FFT output?,PE_MATCH: seismic_preparation_dict_workflow.CalculateFft
"I need a workflow to ingest sensor readings, check abnormal temperatures, print alerts, and aggregate results.",WORKFLOW_MATCH: sensor_workflow
"I am looking for a PE to normalise seismic traces using onebit, mean, gain or envelope normalization.",PE_MATCH: seismic_preparation_workflow.CalculateNorm
Can you point me to a processing element for print the prime numbers it receives?,PE_MATCH: skew_workflow.PrintPrime
Give me the workflow for something that can take station waveform data and produce prepared seismic outputs.,MULTI_WORKFLOW_MATCH: seismic_preparation_workflow | seismic_preparation_dict_workflow
"Give me a workflow for take ObsPy stream data through decimation, detrending, filtering, normalization, whitening and FFT.",WORKFLOW_MATCH: seismic_preparation_workflow
Do we have a PE that will fetch VO catalogue data in the skewed internal-extinction run?,PE_MATCH: internal_extinction_skew_workflow.GetVOTable
Is there a Processing Element in the registry to apply the detrending step?,MULTI_PE_MATCH: seismic_preparation_workflow.Detrend | seismic_preparation_dict_workflow.Detrend
Give me the PE for produce seismic stream records from the INPUT directory.,MULTI_PE_MATCH: seismic_preparation_workflow.StreamRead | seismic_preparation_dict_workflow.StreamRead
Could you find the PE that can convert list FFT data back and write the output?,PE_MATCH: seismic_preparation_dict_workflow.StreamToFile
Show me the workflow that use a toy workflow based on random integers.,MULTI_WORKFLOW_MATCH: skew_workflow | even_odd_workflow
Give me a Processing Element for something that can decimate seismic traces.,MULTI_PE_MATCH: seismic_preparation_workflow.Decimate | seismic_preparation_dict_workflow.Decimate
I want the PE that can produce RA/Dec search positions for the extinction workflow.,PE_MATCH: internal_extinction_workflow.ReadRaDec
Is there a Processing Element in the registry to produce random numbers slowly and unevenly?,PE_MATCH: skew_workflow.NumberProducer
I would like the PE that make random numbers for pairing later.,PE_MATCH: even_odd_workflow.NumberProducer
Give me a workflow for run a small random-number stream example.,MULTI_WORKFLOW_MATCH: skew_workflow | even_odd_workflow
I am looking for a PE to open the station list and emit waveform streams.,PE_MATCH: seismic_preparation_workflow.StreamRead
I would like the PE that filter the incoming numbers to primes only.,PE_MATCH: skew_workflow.IsPrime
Give me the workflow for something that can test a skewed astronomical workflow that reads RA/Dec and computes internal extinction.,WORKFLOW_MATCH: internal_extinction_skew_workflow
I need a Processing Element to load station waveform files and emit dict-form stream data.,PE_MATCH: seismic_preparation_dict_workflow.StreamRead
I need a workflow to process astronomical galaxy coordinates and calculate internal extinction.,WORKFLOW_MATCH: internal_extinction_workflow
Give me the PE for parse catalogue columns for the skewed galaxy pipeline.,PE_MATCH: internal_extinction_skew_workflow.FilterColumns
Can you point me to a processing element for hold unmatched values and output odd/even tuples?,PE_MATCH: even_odd_workflow.PairProducer
Need a PE which can upload a file to OneDrive.,NO_MATCH_PE
"Find me a Processing Element for print the prime numbers it receives, please.",PE_MATCH: skew_workflow.PrintPrime
Do we have a workflow that will parse invoices and extract VAT numbers?,NO_MATCH_WORKFLOW
"I would like the PE that convert dict to stream, remove trend, and convert back.",PE_MATCH: seismic_preparation_dict_workflow.Detrend
Can you point me to a processing element for download the VOTable for a galaxy coordinate?,PE_MATCH: internal_extinction_workflow.GetVOTable
Do we have a PE that will create a matplotlib bar chart from arbitrary data?,NO_MATCH_PE
I want the PE that can write the final seismic output per station.,MULTI_PE_MATCH: seismic_preparation_workflow.StreamToFile | seismic_preparation_dict_workflow.StreamToFile
I am looking for a PE to calculate FFT and return serialisable frequency data.,PE_MATCH: seismic_preparation_dict_workflow.CalculateFft
Need a PE which can flatten the spectrum of seismic streams.,PE_MATCH: seismic_preparation_workflow.Whiten
Could you find a workflow that process temperature sensor readings from a JSON file and find anomalies?,WORKFLOW_MATCH: sensor_workflow
I am looking for a workflow to process timestamped data and turn it into useful output.,MULTI_WORKFLOW_MATCH: sensor_workflow | covid_workflow
Give me the workflow for something that can stress the runtime with a skewed random-number prime workflow.,WORKFLOW_MATCH: skew_workflow
"Give me the workflow for the COVID plot one, the one that writes covid_cases.png.",WORKFLOW_MATCH: covid_workflow
Show me a processing element that can scale the sensor temperature readings.,PE_MATCH: sensor_workflow.NormalizeDataPE
I want a PE that can run the seismic normalization step.,PE_MATCH: seismic_preparation_workflow.CalculateNorm
Need a PE which can find INPUT stream mseed files for each seismic station.,PE_MATCH: seismic_preparation_workflow.StreamRead
I am looking for a PE to parse catalogue columns for the skewed galaxy pipeline.,PE_MATCH: internal_extinction_skew_workflow.FilterColumns
Show me a processing element that can convert list FFT data back and write the output.,PE_MATCH: seismic_preparation_dict_workflow.StreamToFile
Do we have a PE that will generate an HTML report?,NO_MATCH_PE
Do we have a PE that will generate random integers between 1 and 1000?,PE_MATCH: even_odd_workflow.NumberProducer
Give me a workflow for run the seismic preparation pipeline.,MULTI_WORKFLOW_MATCH: seismic_preparation_workflow | seismic_preparation_dict_workflow
Do we have a PE that will produce seismic stream records from the INPUT directory?,MULTI_PE_MATCH: seismic_preparation_workflow.StreamRead | seismic_preparation_dict_workflow.StreamRead
I want a PE that can decimate traces before filtering.,PE_MATCH: seismic_preparation_workflow.Decimate
"Find me a Processing Element for save prepared seismic data to files, please.",MULTI_PE_MATCH: seismic_preparation_workflow.StreamToFile | seismic_preparation_dict_workflow.StreamToFile
Can you point me to a processing element for sort a CSV by date?,NO_MATCH_PE
Can you point me to a processing element for load coordinate rows for galaxies?,PE_MATCH: internal_extinction_workflow.ReadRaDec
Need a PE which can emit a stream of random integer values.,MULTI_PE_MATCH: skew_workflow.NumberProducer | even_odd_workflow.NumberProducer
